Image Name,Deposit,OpenJoint,Washing,Spalling,Deformation,AttachedDeposit,Nothing
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (17).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (18).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (19).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (2).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (20).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (21).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (22).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (23).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (24).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (25).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (101).jpg,0,0,0,0,0,0,1
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (26).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (27).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (28).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (29).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (3).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (30).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (31).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (32).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (33).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (34).jpg,1,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (102).jpg,0,0,0,0,0,0,1
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (35).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (36).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (37).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (38).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (39).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (4).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (40).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (41).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (42).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (43).jpg,1,0,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (103).jpg,0,0,0,0,0,0,1
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (44).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (45).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (46).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (47).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (48).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (49).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (5).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (50).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (51).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (52).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (104).jpg,0,0,0,0,0,0,1
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (53).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (54).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (55).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (56).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (57).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (58).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (59).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (6).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (60).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (61).jpg,1,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (105).jpg,0,0,0,0,0,0,1
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (62).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (63).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (64).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (65).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (66).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (67).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (68).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (69).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (7).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (70).jpg,1,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (106).jpg,0,0,0,0,0,0,1
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (71).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (72).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (73).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (74).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (75).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (76).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (77).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (78).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (79).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (8).jpg,1,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (107).jpg,0,0,0,0,0,0,1
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (80).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (81).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (82).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (83).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (84).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (85).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (86).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (87).jpg,1,0,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (88).jpg,0,0,0,0,0,0,1
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (89).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (108).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (9).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (90).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (91).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (92).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (93).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (94).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (95).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (96).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (97).jpg,0,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (98).jpg,0,1,0,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (17).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (109).jpg,1,1,0,0,0,0,0
2_Joints_L1.27.M291-L1.P27.M292_2018.06.20_D 0084 (99).jpg,0,1,0,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (1).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (10).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (11).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (12).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (13).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (14).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (15).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (16).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (17).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (11).jpg,1,1,0,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (18).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (19).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (2).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (20).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (21).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (22).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (23).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (24).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (25).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (26).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (110).jpg,1,1,0,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (27).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (28).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (29).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (3).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (30).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (31).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (32).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (33).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (34).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (35).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (111).jpg,1,1,0,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (36).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (37).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (38).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (39).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (4).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (40).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (41).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (42).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (43).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (44).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (112).jpg,1,1,0,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (45).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (46).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (47).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (48).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (49).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (5).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (50).jpg,1,1,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (51).jpg,1,1,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (52).jpg,1,1,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (6).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (113).jpg,1,1,0,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (7).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (8).jpg,1,0,1,0,0,0,0
2_Washing_L1.27.M291-L1.P27.M292_2018.06.20_D 0783 (9).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (1).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (10).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (11).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (12).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (13).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (14).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (15).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (114).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (16).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (17).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (18).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (19).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (2).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (20).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (21).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (22).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (23).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (24).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (115).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (25).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (26).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (27).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (28).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (29).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (3).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (30).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (31).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (32).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (33).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (116).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (34).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (35).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (36).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (37).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (38).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (39).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (4).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (40).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (41).jpg,0,0,0,0,0,0,1
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (42).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (117).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (43).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (44).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (45).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (46).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (47).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (48).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (49).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (5).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (50).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (51).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (18).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (118).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (52).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (53).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (54).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (55).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (56).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (57).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (58).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (59).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (6).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (60).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (119).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (61).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (62).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (63).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (64).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (65).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (66).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (67).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (68).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (69).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (7).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (12).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (70).jpg,1,1,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (71).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (72).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (73).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (74).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (75).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (76).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (77).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (78).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (79).jpg,1,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (120).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (8).jpg,1,0,1,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (80).jpg,1,1,0,0,0,0,0
3_Joints_L1.P26.M91_L1.P27.M280_2018.04.22 _D 227 (81).jpg,1,1,0,0,0,0,0
